turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_unico_disciplina,cod_depto,nome_disciplina
01,2022.2,CAROLYN ELINORE BARNES PROENCA (60h),2T2345 (25/10/2022 - 18/02/2023),6,8,Biblioteca da Botânica,PPGBOT3526,3662.0,1489,DENDROLOGIA DO CERRADO
01,2022.2,FLAVIA MILLENA BIROLI TOKARSKI (60h),3T2345 (25/10/2022 - 18/02/2023),10,20,IPOL,PPGBIOE0129,3663.0,900,GÊNERO E POLÍTICA
01,2022.2,REBECCA NEAERA ABERS (60h),3M1234 (25/10/2022 - 18/02/2023),15,20,IPOL,PPGCEN0045,3664.0,900,CRIATIVIDADE POLÍTICA
02,2022.2,DENILSON BANDEIRA COELHO (60h),4M1234 (25/10/2022 - 18/02/2023),7,20,IPOL,PPGCP0299,3665.0,900,DIFUSÃO DE POLÍTICAS E CONSTITUIÇÕES
01,2022.2,FREDERICO BERTHOLINI SANTOS RODRIGUES (30h),2T2345,18,20,IPOL,PPGCP0388,3666.0,900,METODOLOGIA DE PESQUISA EM CIÊNCIA POLÍTICA
01,2022.2,ADRIAN NICOLAS ALBALA YOUNG (30h),2T2345,18,20,IPOL,PPGCP0388,3666.0,900,METODOLOGIA DE PESQUISA EM CIÊNCIA POLÍTICA
01,2022.2,CARLOS AUGUSTO MELLO MACHADO (60h),6M1234 (25/10/2022 - 18/02/2023),4,20,IPOL,PPGCP0494,3667.0,900,ESTÁGIO EM DOCÊNCIA 1
01,2022.2,CARLOS AUGUSTO MELLO MACHADO (60h),6T2345 (25/10/2022 - 18/02/2023),7,20,IPOL,PPGCP0497,3668.0,900,ESTÁGIO EM DOCÊNCIA 2
01,2022.2,PABLO HOLMES CHAVES (60h),6M1234 (25/10/2022 - 18/02/2023),3,5,IPOL,PPGCP2321,3669.0,900,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA
03,2022.2,LUIS FELIPE MIGUEL (60h),6M1234 (25/10/2022 - 18/02/2023),1,5,IPOL,PPGCP2321,3669.0,900,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA
04,2022.2,ADRIAN NICOLAS ALBALA YOUNG (60h),6M1234 (25/10/2022 - 18/02/2023),1,5,IPOL,PPGCP2321,3669.0,900,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA
05,2022.2,THIAGO APARECIDO TRINDADE (60h),6M1234 (25/10/2022 - 18/02/2023),1,5,IPOL,PPGCP2321,3669.0,900,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA
06,2022.2,DANUSA MARQUES (60h),6M1234 (25/10/2022 - 18/02/2023),3,5,IPOL,PPGCP2321,3669.0,900,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA
07,2022.2,FREDERICO BERTHOLINI SANTOS RODRIGUES (60h),6M1234 (25/10/2022 - 18/02/2023),1,5,IPOL,PPGCP2321,3669.0,900,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA
01,2022.2,LUIS FELIPE MIGUEL (60h),4T2345 (25/10/2022 - 18/02/2023),7,20,IPOL,PPGCP2325,3670.0,900,TÓPICOS ESPECIAIS 2
01,2022.2,ARNALDO MAUERBERG JUNIOR (60h),5M1234,2,20,IPOL,PPGCP2326,3671.0,900,TÓPICOS ESPECIAIS 1
01,2022.2,LUDGERO CARDOSO GALLI VIEIRA (60h),6M23  6T23 (10/10/2022 - 25/02/2023),7,20,FUP,PPGCA0039,3672.0,995,ANÁLISES MULTIDIMENSIONAIS
01,2022.2,LUDGERO CARDOSO GALLI VIEIRA (30h),6T6  6N2 (10/10/2022 - 25/02/2023),14,20,FUP,PPGCA0075,3673.0,995,TÓPICOS EM CIÊNCIAS AMBIENTAIS
01,2022.2,ERINA VITORIO RODRIGUES (30h),3T23 (10/10/2022 - 25/02/2023),12,30,fup,PPGCA0078,3674.0,995,ESCRITA TÉCNICA E PUBLICAÇÃO CIENTÍFICA
01,2022.2,LUIZ FELIPPE SALEMI (60h),4T2345 (10/10/2022 - 25/02/2023),14,20,FUP,PPGCA0083,3675.0,995,ANÁLISE E MANEJO DE ECOSSISTEMAS
01,2022.2,RODRIGO DIANA NAVARRO (30h),4M12 (10/10/2022 - 25/02/2023),6,20,FUP,PPGCA0089,3676.0,995,TÓPICOS AVANÇADOS EM MANEJO E CONSERVAÇÃO DE RECURSOS NATURAIS
02,2022.2,JOSE VICENTE ELIAS BERNARDI (60h),5T2345 (25/10/2022 - 18/02/2023),3,20,FUP,PPGCA1883,3677.0,995,GEOESTATÍSTICA APLICADA AS CIÊNCIAS AMBIENTAIS
01,2022.2,GABRIELA BIELEFELD NARDOTTO (60h),2T234 (10/10/2022 - 25/02/2023),5,15,FUP,PPGCA3973,3678.0,995,MUDANÇAS AMBIENTAS GLOBAIS E BIODIVERSIDADE
02,2022.2,MERCEDES MARIA DA CUNHA BUSTAMANTE (30h),2T234 (10/10/2022 - 25/02/2023),5,15,FUP,PPGCA3973,3678.0,995,MUDANÇAS AMBIENTAS GLOBAIS E BIODIVERSIDADE
01,2022.2,CONCEPTA MARGARET MCMANUS PIMENTEL (30h),45M5 (25/10/2022 - 18/02/2023),11,20,icc,CPPGA0339,3679.0,909,INTRODUÇÃO AO SAS
01,2022.2,MARCIO ANTONIO MENDONCA (30h),56T4 (25/10/2022 - 18/02/2023),7,20,icc,CPPGCA0015,3680.0,909,CARACTERIZAÇÃO FÍSICO-QUÍMICA E NUTRICIONAL DE ALIMENTOS
01,2022.2,LIRIA QUEIROZ LUZ HIRANO (30h),45T1 (25/10/2022 - 18/02/2023),11,20,icc,CPPGCA0017,3681.0,909,MEDICINA DE ANIMAIS SILVESTRES
01,2022.2,ELIANA DOS SANTOS LEANDRO (30h),56M2,5,20,icc,CPPGCA0019,3682.0,909,MICROBIOLOGIA DE ALIMENTOS DE ORIGEM ANIMAL
01,2022.2,MARCIO BOTELHO DE CASTRO (30h),56T2 (25/10/2022 - 18/02/2023),5,20,icc,CPPGCA0139,3683.0,909,PATOLOGIA VETERINÁRIA FORENSE II
01,2022.2,CRISTIANO BARROS DE MELO (30h),34N1 (10/10/2022 - 18/02/2023),1,2,ICC,CPPGCA0210,3684.0,909,ESTÁGIO DE DOCÊNCIA 2
02,2022.2,MARCIO BOTELHO DE CASTRO (30h),23N2 (10/10/2022 - 18/02/2023),1,2,ICC,CPPGCA0210,3684.0,909,ESTÁGIO DE DOCÊNCIA 2
01,2022.2,CRISTIANO BARROS DE MELO (15h),23T6 (25/10/2022 - 18/02/2023),7,20,icc,CPPGCA0217,3685.0,909,SEMINÁRIO EM CIÊNCIA ANIMAL 2
01,2022.2,MARCIO BOTELHO DE CASTRO (15h),23T6 (25/10/2022 - 18/02/2023),7,20,icc,CPPGCA0217,3685.0,909,SEMINÁRIO EM CIÊNCIA ANIMAL 2
01,2022.2,MARGOT ALVES NUNES DODE (30h),2M1234 (25/10/2022 - 18/02/2023),3,10,Embrapa,CPPGCA2802,3686.0,909,BIOTECNOLOGIA DA REPRODUÇÃO ANIMAL
01,2022.2,JOÃO HENRIQUE MOREIRA VIANA (30h),2M1234 (25/10/2022 - 18/02/2023),3,10,Embrapa,CPPGCA2802,3686.0,909,BIOTECNOLOGIA DA REPRODUÇÃO ANIMAL
03,2022.2,IVO PIVATO (60h),34M45 (25/10/2022 - 18/02/2023),2,20,icc,CPPGCA2802,3686.0,909,BIOTECNOLOGIA DA REPRODUÇÃO ANIMAL
01,2022.2,CAROLINA MADEIRA LUCCI (30h),35T2 (25/10/2022 - 18/02/2023),0,10,Auditório do IB,CPPGCA2806,3687.0,909,BIOLOGIA DOS EVENTOS REPRODUTIVOS DOS ANIMAIS DOMÉSTICOS
02,2022.2,CAROLINA MADEIRA LUCCI (30h),35T6 (25/10/2022 - 18/02/2023),0,5,A designar,CPPGCA2806,3687.0,909,BIOLOGIA DOS EVENTOS REPRODUTIVOS DOS ANIMAIS DOMÉSTICOS
01,2022.2,GIANE REGINA PALUDO (30h),45M4 (25/10/2022 - 18/02/2023),12,20,icc,CPPGCA3793,3688.0,909,TÓPICOS EM BIOQUÍMICA CLÍNICA VETERINÁRIA
01,2022.2,MARCIA RENATA MORTARI (30h),7M1234 (25/10/2022 - 18/02/2023),1,10,Sala de Reuniões nº 01 da FS/UnB,CPPGCA3819,3689.0,909,BIOTECNOLOGIA APLICADA A FARMACOLOGIA
01,2022.2,GABRIEL AVOHAY ALVES CAMPOS (30h),7M1234 (25/10/2022 - 18/02/2023),1,10,Sala de Reuniões nº 01 da FS/UnB,CPPGCA3819,3689.0,909,BIOTECNOLOGIA APLICADA A FARMACOLOGIA
01,2022.2,ALEXANDRE RODRIGUES CAETANO (45h),3M12 4M1 (25/10/2022 - 18/02/2023),5,20,CENARGEM,PPGSA0199,3690.0,909,CIÊNCIAS GENÔMICAS ANIMAIS E SUAS APLICAÇÕES
03,2022.2,ELIANA DOS SANTOS LEANDRO (30h),45T6 (10/10/2022 - 18/02/2023),2,2,ICC,PPGSA0202,3691.0,909,ESTÁGIO DE DOCÊNCIA 1
04,2022.2,MARCIO BOTELHO DE CASTRO (30h),45T6 (10/10/2022 - 18/02/2023),1,2,ICC,PPGSA0202,3691.0,909,ESTÁGIO DE DOCÊNCIA 1
05,2022.2,IVO PIVATO (30h),45T6 (10/10/2022 - 18/02/2023),1,2,ICC,PPGSA0202,3691.0,909,ESTÁGIO DE DOCÊNCIA 1
06,2022.2,LIRIA QUEIROZ LUZ HIRANO (30h),34N1 (10/10/2022 - 18/02/2023),2,2,ICC,PPGSA0202,3691.0,909,ESTÁGIO DE DOCÊNCIA 1
01,2022.2,DANIEL MENDES PEREIRA ARDISSON DE ARAUJO (30h),4T12 (25/10/2022 - 18/02/2023),10,40,Plataforma Teams,BIOMOL0072,3692.0,1488,SEMINÁRIOS EM BIOLOGIA MOLECULAR 2
01,2022.2,ANDREA QUEIROZ MARANHAO (30h),4T12 (25/10/2022 - 18/02/2023),10,40,Plataforma Teams,BIOMOL0072,3692.0,1488,SEMINÁRIOS EM BIOLOGIA MOLECULAR 2
01,2022.2,DANIEL MENDES PEREIRA ARDISSON DE ARAUJO (30h),4T6  4N1 (25/10/2022 - 18/02/2023),1,40,Plataforma Teams,BIOMOL0073,3693.0,1488,SEMINÁRIOS EM BIOLOGIA MOLECULAR 3
01,2022.2,ANDREA QUEIROZ MARANHAO (30h),4T6  4N1 (25/10/2022 - 18/02/2023),1,40,Plataforma Teams,BIOMOL0073,3693.0,1488,SEMINÁRIOS EM BIOLOGIA MOLECULAR 3
01,2022.2,ANDREA QUEIROZ MARANHAO (30h),4N34 (25/10/2022 - 18/02/2023),7,40,A designar,BIOMOL0074,3694.0,1488,SEMINÁRIOS EM BIOLOGIA MOLECULAR 4
01,2022.2,DANIEL MENDES PEREIRA ARDISSON DE ARAUJO (30h),4N34 (25/10/2022 - 18/02/2023),7,40,A designar,BIOMOL0074,3694.0,1488,SEMINÁRIOS EM BIOLOGIA MOLECULAR 4
01,2022.2,MARCELO VALLE DE SOUSA (60h),6M1234 (25/10/2022 - 18/02/2023),1,12,Presencial a definir.,CPPGA3756,3695.0,1488,TÓPICOS ESPECIAIS EM BIOQUÍMICA
01,2022.2,CARLOS ANDRE ORNELAS RICART (60h),6M1234 (25/10/2022 - 18/02/2023),1,12,Presencial a definir.,CPPGA3756,3695.0,1488,TÓPICOS ESPECIAIS EM BIOQUÍMICA
02,2022.2,CIRO MARTINS GOMES (30h),2T6  2N123 (25/10/2022 - 18/02/2023),1,10,Laboratório de Bioquímica e Química de Proteínas,CPPGA3756,3695.0,1488,TÓPICOS ESPECIAIS EM BIOQUÍMICA
02,2022.2,MARCELO VALLE DE SOUSA (30h),2T6  2N123 (25/10/2022 - 18/02/2023),1,10,Laboratório de Bioquímica e Química de Proteínas,CPPGA3756,3695.0,1488,TÓPICOS ESPECIAIS EM BIOQUÍMICA
03,2022.2,EDIVALDO XIMENES FERREIRA FILHO (60h),5T3456 (25/10/2022 - 18/02/2023),2,15,Plataforma Teams,CPPGA3756,3695.0,1488,TÓPICOS ESPECIAIS EM BIOQUÍMICA
04,2022.2,WAGNER FONTES (60h),2M1234 (25/10/2022 - 18/02/2023),0,5,A designar,CPPGA3756,3695.0,1488,TÓPICOS ESPECIAIS EM BIOQUÍMICA
04,2022.2,MARIANA DE SOUZA CASTRO (60h),2M1234 (25/10/2022 - 18/02/2023),0,5,A designar,CPPGA3756,3695.0,1488,TÓPICOS ESPECIAIS EM BIOQUÍMICA
01,2022.2,SONIA NAIR BAO (30h),3M23 (25/10/2022 - 18/02/2023),4,5,Laboratório Microscopia e Microanálise Bloco K,PPGBB2122,3696.0,1488,MICROSCOPIA ELECTRONICA DE VARREDURA
02,2022.2,SONIA NAIR BAO (30h),4M12 (25/10/2022 - 18/02/2023),0,5,A designar,PPGBB2122,3696.0,1488,MICROSCOPIA ELECTRONICA DE VARREDURA
03,2022.2,SONIA NAIR BAO (30h),2M45 (25/10/2022 - 18/02/2023),4,5,Presencial a definir.,PPGBB2122,3696.0,1488,MICROSCOPIA ELECTRONICA DE VARREDURA
01,2022.2,ANAMELIA LORENZETTI BOCCA (60h),7T1234 (25/10/2022 - 18/02/2023),1,3,A designar,PPGBB2777,3697.0,1488,TREINAMENTO DIDÁTICO EM BIOLOGIA MOLECULAR
02,2022.2,JOAO ALEXANDRE RIBEIRO GONCALVES BARBOSA (60h),6N1234 (25/10/2022 - 18/02/2023),1,5,A designar,PPGBB3759,3698.0,1488,TÓPICOS ESPECIAIS EM BIOFÍSICA
01,2022.2,DANIEL MENDES PEREIRA ARDISSON DE ARAUJO (30h),4T45 (25/10/2022 - 18/02/2023),6,40,Plataforma Teams,PPGBB3763,3699.0,1488,SEMINÁRIOS EM BIOLOGIA MOLECULAR 1
01,2022.2,ANDREA QUEIROZ MARANHAO (30h),4T45 (25/10/2022 - 18/02/2023),6,40,Plataforma Teams,PPGBB3763,3699.0,1488,SEMINÁRIOS EM BIOLOGIA MOLECULAR 1
01,2022.2,JOSE RAIMUNDO CORREA (90h),6T56  6N1234 (25/10/2022 - 18/02/2023),11,20,A designar,PPGBB3769,3700.0,1488,MICROSCOPIA DE FLUORESCÊNCIA E CONFOCAL A LASER
A,2022.2,HERBERT KIMURA (60h),4T2345 (24/10/2022 - 18/02/2023),4,20,FACE SALA D 06/38,PPGCONT0006,3701.0,896,MACHINE LEARNING EM GESTÃO
A,2022.2,MARCELO DRIEMEYER WILBERT (60h),3T2345 (24/10/2022 - 18/02/2023),5,20,FACE SALA D 06/38,PPGCONT3251,3702.0,896,FINANÇAS PÚBLICAS APLICADAS À CONTABILIDADE
A,2022.2,FATIMA DE SOUZA FREIRE (60h),4N1234 (24/10/2022 - 18/02/2023),7,20,FACE SALA D 06/51,PPGCONT3274,3703.0,896,CONTABILIDADE E SUSTENTABILIDADE
01,2022.2,JOSE ALVES DANTAS (15h),6M5 (10/10/2022 - 18/02/2023),1,2,"Prédio da FACE, sala 06/51",PPGCONT3281,3704.0,896,SEMINÁRIOS DE TESE 2
A,2022.2,JOMAR MIRANDA RODRIGUES (15h),7M1 (24/10/2022 - 18/02/2023),6,20,a definir,PPGCONT3297,3705.0,896,PESQUISA EM CONTABILIDADE
A,2022.2,CESAR AUGUSTO TIBURCIO SILVA (60h),3M1234 (24/10/2022 - 18/02/2023),7,20,FACE SALA D 06/51,PPGCONT3300,3706.0,896,ANÁLISE MULTIVARIADA
A,2022.2,ABIMAEL DE JESUS BARROS COSTA (60h),2N1234 (25/10/2022 - 18/02/2023),5,25,FACE SALA D 06/51,PPGCONT3303,3707.0,896,CONTROLADORIA GOVERNAMENTAL
A,2022.2,JORGE KATSUMI NIYAMA (60h),2M1234 (24/10/2022 - 18/02/2023),5,20,FACE SALA D 06/51,PPGCONT3304,3708.0,896,TEORIA AVANÇADA DA CONTABILIDADE
A,2022.2,RODRIGO DE SOUZA GONCALVES (60h),2T2345 (24/10/2022 - 18/02/2023),4,20,FACE SALA D 06/51,PPGCONT3306,3709.0,896,TEORIA POSITIVA EM CONTABILIDADE
01,2022.2,CLAUDIO GOTTSCHALG DUQUE (60h),3T2345 (25/10/2022 - 18/02/2023),8,40,Sala 215,PPGCINF0100,3710.0,946,TÓPICOS ESPECIAIS EM ORGANIZAÇÃO DA INFORMAÇÃO 2
01,2022.2,CLOVIS CARVALHO BRITTO (60h),5M1234 (25/10/2022 - 18/02/2023),6,40,Sala 215,PPGCINF0102,3711.0,946,TÓPICOS ESPECIAIS EM ORGANIZAÇÃO DA INFORMAÇÃO 4
01,2022.2,CLAUDIO GOTTSCHALG DUQUE (30h),6M1234 (25/10/2022 - 18/02/2023),4,8,Universidade Federal do Amazonas,PPGCINF0103,3712.0,946,TÓPICOS ESPECIAIS EM ORGANIZAÇÃO DA INFORMAÇÃO 5
01,2022.2,CLOVIS CARVALHO BRITTO (30h),6M1234 (25/10/2022 - 18/02/2023),4,8,Universidade Federal do Amazonas,PPGCINF0103,3712.0,946,TÓPICOS ESPECIAIS EM ORGANIZAÇÃO DA INFORMAÇÃO 5
01,2022.2,DALTON LOPES MARTINS (30h),5T23 (25/10/2022 - 18/02/2023),3,5,FCI,PPGCINF0428,3713.0,946,ESTÁGIO DE DOCÊNCIA EM CIÊNCIA DA INFORMAÇÃO 1
02,2022.2,CLOVIS CARVALHO BRITTO (30h),2T23 (25/10/2022 - 18/02/2023),1,5,FCI,PPGCINF0428,3713.0,946,ESTÁGIO DE DOCÊNCIA EM CIÊNCIA DA INFORMAÇÃO 1
03,2022.2,ROGERIO HENRIQUE DE ARAUJO JUNIOR (30h),3T23 (25/10/2022 - 18/02/2023),1,5,FCI,PPGCINF0428,3713.0,946,ESTÁGIO DE DOCÊNCIA EM CIÊNCIA DA INFORMAÇÃO 1
04,2022.2,ELMIRA LUZIA MELO SOARES SIMEAO (30h),6T45 (25/10/2022 - 18/02/2023),1,5,FCI,PPGCINF0428,3713.0,946,ESTÁGIO DE DOCÊNCIA EM CIÊNCIA DA INFORMAÇÃO 1
05,2022.2,CYNTHIA RONCAGLIO (30h),24N1 (25/10/2022 - 18/02/2023),2,5,FCI,PPGCINF0428,3713.0,946,ESTÁGIO DE DOCÊNCIA EM CIÊNCIA DA INFORMAÇÃO 1
01,2022.2,ANDRE PORTO ANCONA LOPEZ (60h),24N34 (25/10/2022 - 18/02/2023),0,40,Auditório da FCI,PPGCINF0448,3714.0,946,SEMINÁRIO EM GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO
01,2022.2,ROGERIO HENRIQUE DE ARAUJO JUNIOR (30h),4M2345 (25/10/2022 - 18/02/2023),5,8,Universidade Federal do Amazonas,PPGCINF2624,3715.0,946,ESTUDOS AVANÇADOS EM CIÊNCIA DA INFORMAÇÃO
01,2022.2,JOAO DE MELO MARICATO (30h),4M2345 (25/10/2022 - 18/02/2023),5,8,Universidade Federal do Amazonas,PPGCINF2624,3715.0,946,ESTUDOS AVANÇADOS EM CIÊNCIA DA INFORMAÇÃO
01,2022.2,CLAUDIO GOTTSCHALG DUQUE (60h),5T2345 (25/10/2022 - 18/02/2023),10,40,Sala 215,PPGCINF3075,3716.0,946,FUNDAMENTOS EM ORGANIZAÇÃO DA INFORMAÇÃO
01,2022.2,ELMIRA LUZIA MELO SOARES SIMEAO (60h),4M1234 (25/10/2022 - 18/02/2023),7,40,Sala 215,PPGCINF3076,3717.0,946,FUNDAMENTOS EM COMUNICAÇÃO E MEDIAÇÃO DA INFORMAÇÃO
01,2022.2,CYNTHIA RONCAGLIO (60h),4T2345 (25/10/2022 - 18/02/2023),9,40,Sala 215,PPGCINF3956,3718.0,946,TÓPICOS ESPECIAIS EM ORGANIZAÇÃO DA INFORMAÇÃO
01,2022.2,DALTON LOPES MARTINS (60h),2M1234 (25/10/2022 - 18/02/2023),1,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
02,2022.2,FERNANDO CESAR LIMA LEITE (60h),2M1234 (25/10/2022 - 18/02/2023),0,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
03,2022.2,IVETTE KAFURE MUNOZ (60h),2M1234 (25/10/2022 - 18/02/2023),3,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
04,2022.2,ANA LUCIA DE ABREU GOMES (60h),2M1234 (25/10/2022 - 18/02/2023),0,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
05,2022.2,CLOVIS CARVALHO BRITTO (60h),2M1234 (25/10/2022 - 18/02/2023),1,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
06,2022.2,RODRIGO RABELLO DA SILVA (60h),2M1234 (25/10/2022 - 18/02/2023),2,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
07,2022.2,MARIA MARGARET LOPES (60h),2M1234 (25/10/2022 - 18/02/2023),0,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
08,2022.2,ANDRE PORTO ANCONA LOPEZ (60h),2M1234 (25/10/2022 - 18/02/2023),0,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
09,2022.2,ROGERIO HENRIQUE DE ARAUJO JUNIOR (60h),2M1234 (25/10/2022 - 18/02/2023),2,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
10,2022.2,GEORGETE MEDLEG RODRIGUES (60h),2M1234 (25/10/2022 - 18/02/2023),2,8,FCI,PPGCINF4048,3719.0,946,PESQUISA ORIENTADA EM CIÊNCIA DA INFORMAÇÃO
01,2022.2,ELAINE CRISTINA LEITE PEREIRA (30h),3T2345,16,30,Lab INF 2 - UAC A1 12/66,PPGCR0026,3720.0,898,ANÁLISE DO MOVIMENTO HUMANO: PERSPECTIVAS CIENTÍFICAS E FUNCIONAIS
01,2022.2,WAGNER RODRIGUES MARTINS (30h),3T2345,16,30,Lab INF 2 - UAC A1 12/66,PPGCR0026,3720.0,898,ANÁLISE DO MOVIMENTO HUMANO: PERSPECTIVAS CIENTÍFICAS E FUNCIONAIS
01,2022.2,ANDREA BARALDI CUNHA (8h),2T2345,15,30,Lab INF 2 - UAC A1 12/66,PPGCR3007,3721.0,898,MÉTODOS ESTATÍSTICOS APLICADOS ÀS CIÊNCIAS DA REABILITAÇÃO
01,2022.2,PATRICIA AZEVEDO GARCIA (26h),2T2345,15,30,Lab INF 2 - UAC A1 12/66,PPGCR3007,3721.0,898,MÉTODOS ESTATÍSTICOS APLICADOS ÀS CIÊNCIAS DA REABILITAÇÃO
01,2022.2,PATRICIA AZEVEDO GARCIA (13h),2T2345,15,30,Lab INF 2 - UAC A1 12/66,PPGCR3007,3721.0,898,MÉTODOS ESTATÍSTICOS APLICADOS ÀS CIÊNCIAS DA REABILITAÇÃO
01,2022.2,ANDREA BARALDI CUNHA (13h),2T2345,15,30,Lab INF 2 - UAC A1 12/66,PPGCR3007,3721.0,898,MÉTODOS ESTATÍSTICOS APLICADOS ÀS CIÊNCIAS DA REABILITAÇÃO
01,2022.2,PATRICIA AZEVEDO GARCIA (30h),7T23,2,2,UAC,PPGCR3008,3722.0,898,PRÁTICAS DE CAPACITAÇÃO DOCENTE
02,2022.2,FELIPE AUGUSTO DOS SANTOS MENDES (30h),7M34,2,4,UAC,PPGCR3008,3722.0,898,PRÁTICAS DE CAPACITAÇÃO DOCENTE
03,2022.2,RITA DE CASSIA MARQUETI DURIGAN (30h),7M12,0,2,UAC,PPGCR3008,3722.0,898,PRÁTICAS DE CAPACITAÇÃO DOCENTE
04,2022.2,JOSEVAN CERQUEIRA LEAL (30h),7M12,1,2,UAC,PPGCR3008,3722.0,898,PRÁTICAS DE CAPACITAÇÃO DOCENTE
05,2022.2,JOAO LUIZ QUAGLIOTI DURIGAN (30h),7M12,2,3,UAC,PPGCR3008,3722.0,898,PRÁTICAS DE CAPACITAÇÃO DOCENTE
06,2022.2,WAGNER RODRIGUES MARTINS (30h),7M12,1,3,UAC,PPGCR3008,3722.0,898,PRÁTICAS DE CAPACITAÇÃO DOCENTE
07,2022.2,ALINE MARTINS DE TOLEDO (30h),7M12,2,3,UAC,PPGCR3008,3722.0,898,PRÁTICAS DE CAPACITAÇÃO DOCENTE
01,2022.2,LAURA DAVISON MANGILLI TONI (30h),4T2345,9,15,Lab INF 2 - UAC A1 12/66,PPGCR3010,3723.0,898,NEUROCIÊNCIAS APL A REAB: DOS SIS  CONTOLE DO MOVIMENTO AS APL CLINICA
01,2022.2,FELIPE AUGUSTO DOS SANTOS MENDES (30h),4T2345,9,15,Lab INF 2 - UAC A1 12/66,PPGCR3010,3723.0,898,NEUROCIÊNCIAS APL A REAB: DOS SIS  CONTOLE DO MOVIMENTO AS APL CLINICA
01,2022.2,JOAO LUIZ QUAGLIOTI DURIGAN (30h),2T1234,4,15,Sala Multiuso (UED) - Pós-graduação,PPGCR3013,3724.0,898,AGENTES ELETROFÍSICOS APLICADOS ÀS CIÊNCIAS DA REABILITAÇÃO
01,2022.2,RITA DE CASSIA MARQUETI DURIGAN (30h),2T1234,4,15,Sala Multiuso (UED) - Pós-graduação,PPGCR3013,3724.0,898,AGENTES ELETROFÍSICOS APLICADOS ÀS CIÊNCIAS DA REABILITAÇÃO
01,2022.2,ALINE TEIXEIRA ALVES (30h),3M1234 (25/10/2022 - 18/02/2023),14,20,HUB - Sala de Saúde Mental (Unidade 1),PPGCR3438,3725.0,898,METODOLOGIA DA PESQUISA CIENTÍFICA: PRINCÍPIOS E APLICAÇÕES PRÁTICAS
01,2022.2,JOSEVAN CERQUEIRA LEAL (30h),3M1234 (25/10/2022 - 18/02/2023),14,20,HUB - Sala de Saúde Mental (Unidade 1),PPGCR3438,3725.0,898,METODOLOGIA DA PESQUISA CIENTÍFICA: PRINCÍPIOS E APLICAÇÕES PRÁTICAS
ODT,2022.2,ANA CAROLINA ACEVEDO POPPE (60h),2345M5 (25/10/2022 - 18/02/2023),0,8,Laboratório de Histopatologia Oral,PPGBIOANI3451,3726.0,902,METODOLOGIA CIENTÍFICA EXPERIMENTAL
ODT,2022.2,ELIETE NEVES DA SILVA GUERRA (60h),2345M5 (25/10/2022 - 18/02/2023),0,8,Laboratório de Histopatologia Oral,PPGBIOANI3451,3726.0,902,METODOLOGIA CIENTÍFICA EXPERIMENTAL
07,2022.2,GABRIEL GRACA DE OLIVEIRA (30h),3M34 (25/10/2022 - 18/02/2023),4,12,Laboratório  de Psiquiatria - FM,PPGCF2483,3727.0,902,METODOLOGIA CIENTÍFICA BÁSICA
CF,2022.2,GUILHERME MARTINS GELFUSO (30h),2M45 (25/10/2022 - 18/02/2023),10,10,Sala de Reuniões nº 02 da FS/UnB,PPGCF2483,3727.0,902,METODOLOGIA CIENTÍFICA BÁSICA
CS,2022.2,GUILHERME MARTINS GELFUSO (30h),23M1 (25/10/2022 - 18/02/2023),12,12,Sala de Reuniões nº 02 da FS/UnB,PPGCF2483,3727.0,902,METODOLOGIA CIENTÍFICA BÁSICA
MSSCF,2022.2,MARCILIO SERGIO SOARES DA CUNHA FILHO (30h),6T23 (25/10/2022 - 18/02/2023),3,10,Sala de Reuniões nº 02 da FS/UnB,PPGCF2483,3727.0,902,METODOLOGIA CIENTÍFICA BÁSICA
ODT,2022.2,CARLA MASSIGNAN (30h),5T35 (25/10/2022 - 18/02/2023),17,25,Sala Interna da Direção da FS,PPGCF2483,3727.0,902,METODOLOGIA CIENTÍFICA BÁSICA
